target,label,status,error_message,period_d,duration_hr,C1_depth_ppm,C2_shape_flatbottom_ratio,C3_ingress_egress_symmetry,C4_odd_even_rel_diff,C5_secondary_eclipse_ppm,C6_centroid_shift_px,C7_phase_fold_coherence,n_epochs
TOI-1823.01,planet,ok,,21.56216,5.040,4012.3981,0.5936,0.6175,0.0088,-23.4325,0.0030,0.0001,4
TOI-6883.01,planet,ok,,11.33082,3.504,5974.1798,0.7423,0.2197,nan,-16.1836,0.0035,0.0179,2
TOI-7055.01,planet,ok,,3.12894,3.120,5837.6808,0.9057,0.4359,0.0484,77.4152,0.0006,0.8105,5
TOI-2338.01,planet,ok,,22.65377,2.400,702.6373,0.5195,0.7202,nan,0.0000,0.0046,0.9381,3
TOI-2796.01,planet,ok,,4.80708,0.864,631.1848,0.4342,0.4275,0.1235,0.0000,0.0014,0.8674,6
TOI-6970.01,planet,ok,,11.71997,2.016,6343.2013,0.5913,0.8143,0.5928,-21.7018,0.0074,0.7619,10
TOI-5542.01,planet,ok,,12.61391,0.480,780.8139,0.7427,0.1202,2.0000,0.0000,0.0148,0.0000,5
TOI-536.01,planet,ok,,17.11606,0.480,4586.7072,0.6763,0.9962,nan,0.0000,0.0105,0.8927,2
TOI-5398.01,planet,ok,,10.53622,1.248,3128.6777,0.4072,0.0744,nan,-38.9694,0.0029,0.4489,2
TOI-2010.01,planet,ok,,29.46010,7.680,5744.9185,0.7475,0.1608,nan,19.2566,0.0011,0.0037,2
TOI-7491.01,planet,ok,,4.17361,2.400,6075.7805,0.6995,0.7740,0.0723,197.0713,0.0070,0.9540,6
TOI-7497.01,planet,ok,,5.29107,2.784,4675.4260,0.9879,0.5605,0.0734,-72.9787,0.0046,0.8637,4
TOI-2373.01,planet,ok,,18.81248,0.480,575.9258,0.7669,0.5221,nan,0.0000,0.0136,0.8949,2
TOI-1847.01,planet,ok,,26.46260,0.480,986.8392,0.3159,0.6431,nan,0.0000,0.0219,0.8924,2
TOI-6170.01,planet,ok,,2.71033,3.120,6220.7526,0.7505,0.9995,0.1417,-12.5911,0.0027,0.8558,9
TOI-2064.01,planet,ok,,8.80213,0.480,754.5997,0.8480,0.6118,0.4346,0.0000,0.0030,0.5128,8
TOI-818.01,planet,ok,,3.11691,1.632,6806.6478,0.3739,0.9636,0.5891,41.7290,0.0002,0.8733,11
TOI-199.01,planet,ok,,23.17597,5.424,3794.2596,0.6824,nan,nan,-18.8502,0.0003,0.4567,3
TOI-4539.01,planet,ok,,8.31828,3.120,851.1125,0.9608,0.4603,0.0078,0.0000,0.0021,0.9587,5
TOI-294.01,planet,ok,,7.32698,2.400,1321.3022,0.7406,0.9536,0.0413,0.0000,0.0047,0.7049,9
TOI-103.01,planet,ok,,3.56831,4.656,2620.4103,0.1959,0.6916,0.2541,21.1062,0.0013,0.7640,14
TOI-1922.01,planet,ok,,26.23542,6.192,1070.7737,0.6924,0.1022,nan,0.0000,0.0469,0.0000,2
TOI-3894.01,planet,ok,,8.66937,2.784,4061.5134,0.7406,0.9679,0.0560,444.2054,0.0007,0.9701,5
TOI-1373.01,planet,ok,,3.85154,2.784,1228.5017,0.7337,0.9586,1.1161,0.0000,0.0003,0.0714,13
TOI-820.01,planet,ok,,3.75123,3.120,933.1503,0.8878,0.2807,0.6117,0.0000,0.0003,0.7951,10
TOI-471.01,planet,ok,,3.58601,2.016,3351.2359,0.6352,0.9469,0.0537,0.0000,0.0004,0.8436,13
TOI-826.01,planet,ok,,11.55181,3.120,1709.4942,0.7357,0.5919,0.3679,0.0000,0.0015,0.7722,6
TOI-3688.01,planet,ok,,6.49205,2.784,5535.8868,0.8051,0.9861,0.0128,88.7222,0.0024,0.9889,7
TOI-6275.01,planet,ok,,6.24717,3.504,639.1329,0.8762,0.3247,2.0000,0.0000,0.0012,0.0000,16
TOI-6838.01,planet,ok,,0.50342,9.600,3172.2920,0.8240,nan,nan,nan,nan,-0.7477,40
TOI-1629.01,planet,ok,,4.54190,3.504,431.8767,0.9711,nan,0.4689,0.0000,0.0005,0.2092,17
TOI-2580.01,planet,ok,,3.39719,4.272,3503.6083,0.0000,0.8013,0.1219,-36.9617,0.0001,0.8440,17
TOI-403.01,planet,ok,,3.53290,3.120,793.5230,0.9859,0.4629,0.6377,0.0000,0.0004,0.7172,19
TOI-657.01,planet,ok,,18.27848,2.784,4732.4779,0.5620,0.8506,0.1107,560.9428,0.0017,0.9359,7
TOI-4485.01,planet,ok,,14.68207,1.632,5627.7029,0.6204,0.4322,0.4289,-653.2149,0.0015,0.8711,8
TOI-452.01,planet,ok,,4.76318,2.400,468.8693,0.2624,0.7330,0.1981,0.0000,0.0026,0.0000,19
TOI-1883.01,planet,ok,,4.50650,1.248,6848.3255,0.3636,0.2902,0.0931,425.4499,0.0005,0.8408,20
TOI-489.01,planet,ok,,1.81878,2.784,2268.4281,0.4640,0.9713,1.1425,-0.8327,0.0004,-1.5565,51
TOI-439.01,planet,ok,,1.92794,3.504,286.6588,0.9486,nan,2.0000,0.0000,0.0003,-3.0399,43
TOI-1721.01,planet,ok,,4.12591,3.888,744.9387,0.8807,0.8756,0.1720,0.0000,0.0007,0.0000,16
TOI-1907.01,planet,ok,,5.47625,4.656,571.4743,0.5085,0.7270,0.0568,0.0000,0.0014,0.7610,9
TOI-5992.01,planet,ok,,10.94994,0.480,15766.4237,0.7446,0.2295,0.1689,104.5848,0.0029,0.6336,10
TOI-4525.01,planet,ok,,2.48555,1.248,731.0332,0.6498,nan,nan,0.0000,0.0010,0.0000,25
TOI-1930.01,planet,ok,,8.62511,0.480,220.6834,0.9161,0.9539,2.0000,0.0000,0.0009,-3.3327,8
TOI-1477.01,planet,ok,,2.73337,1.248,883.7419,0.2012,0.9796,nan,0.0000,0.0001,0.0000,24
TOI-5072.01,planet,ok,,10.37169,1.632,9123.9353,0.4394,0.7400,0.0499,189.1642,0.0009,0.9563,8
TOI-3705.01,planet,ok,,13.31608,1.248,9176.4519,0.5768,0.8549,0.0350,-5.7835,0.0038,0.9288,6
TOI-511.01,planet,ok,,3.35589,3.120,639.8007,0.8948,nan,0.2335,0.0000,0.0004,0.0000,22
TOI-1148.01,planet,ok,,5.55091,3.888,7686.7225,0.4354,0.9992,0.0071,-8.5241,0.0002,0.9675,19
TOI-2124.01,planet,ok,,3.55356,2.016,4260.6866,0.0000,0.9014,0.0296,18.5627,0.0007,0.8205,28
TOI-2579.01,planet,ok,,3.71582,3.504,477.3953,0.9748,nan,nan,0.0000,0.0009,0.0000,26
TOI-1714.01,planet,ok,,3.47390,4.272,4158.1768,0.7967,0.9806,0.1601,2.6228,0.0004,0.8444,26
TOI-675.01,planet,ok,,27.29458,3.888,2384.1023,0.8053,0.9677,nan,0.0000,0.0227,nan,1
TOI-5098.01,planet,ok,,7.08801,3.504,4358.2145,0.8515,0.9333,0.1426,296.4119,0.0020,0.7748,16
TOI-1198.01,planet,ok,,3.61256,3.504,1094.8524,0.9130,0.4680,0.1596,0.0000,0.0009,0.3001,24
TOI-1173.01,planet,ok,,7.06441,2.016,5672.6894,0.7053,0.9641,0.2121,-48.7680,0.0002,0.8653,12
TOI-2012.01,planet,ok,,7.62496,3.120,2431.1555,0.2700,0.5613,0.3767,-65.6386,0.0020,0.5156,8
TOI-4153.01,planet,ok,,4.61861,4.272,3014.7785,0.8908,0.5860,0.0086,-22.7140,0.0005,0.8963,21
TOI-2403.01,planet,ok,,1.80993,3.120,1350.0548,0.9134,0.6464,0.0880,0.0000,0.0003,0.6778,61
TOI-6720.01,planet,ok,,4.14656,1.632,4756.4376,0.3885,0.9953,0.6305,177.0867,0.0006,0.2394,20
TOI-6016.01,planet,ok,,8.04685,2.784,3958.7069,0.6224,0.9061,0.1490,358.0209,0.0006,0.8673,11
TOI-228.01,planet,ok,,20.56791,0.480,2289.3509,0.8402,0.7642,0.0608,0.0000,0.0016,0.0000,4
TOI-241.01,planet,ok,,25.73387,2.016,3086.0852,0.8641,0.4704,nan,0.0000,0.0020,0.5127,3
TOI-185.01,planet,ok,,0.94254,2.016,1029.7001,0.0000,0.8192,0.0500,0.0000,0.0001,0.5159,96
TOI-674.01,planet,ok,,5.93149,0.864,10371.1302,0.7109,0.8734,0.2932,-133.2254,0.0003,0.8365,14
TOI-1240.01,planet,ok,,3.44144,1.248,5826.2518,0.5421,0.5799,0.0969,1452.8260,0.0013,0.7869,30
TOI-1612.01,planet,ok,,5.72792,2.400,7503.5003,0.2356,0.8264,0.0063,581.3876,0.0002,0.9406,19
TOI-1826.01,planet,ok,,4.14066,2.016,5109.3850,0.5275,0.9875,0.1333,50.4689,0.0005,0.8632,23
TOI-4087.01,planet,ok,,1.58866,2.784,2899.1265,0.8109,0.9793,1.9820,14.2072,0.0000,-0.7743,63
TOI-1518.01,planet,ok,,1.90362,1.248,3980.6129,0.2578,0.9152,0.0792,0.0000,0.0002,0.8749,28
TOI-501.01,planet,ok,,1.70962,0.480,460.4222,0.4711,0.3905,0.1846,0.0000,0.0003,0.7168,41
TOI-748.01,planet,ok,,2.01645,2.400,548.3085,0.7414,0.9632,0.1980,0.0000,0.0005,0.4626,32
TOI-448.01,planet,ok,,16.75908,0.480,3587.2579,0.5343,0.1974,0.5366,0.0000,0.0030,0.7484,6
TOI-2206.01,planet,ok,,1.76863,0.480,2465.7274,0.2688,0.9419,0.8413,0.0000,0.0007,0.0000,47
TOI-1628.01,planet,ok,,2.14331,2.400,3390.2100,0.7172,0.0454,0.4302,-0.8955,0.0001,0.4282,46
TOI-1902.01,planet,ok,,6.43894,0.480,328.0229,0.8235,nan,nan,0.0000,0.0006,0.0000,12
TOI-6073.01,planet,ok,,8.78443,5.424,15564.1376,0.8142,0.8561,0.1623,52.3169,0.0028,0.4739,11
TOI-1282.01,planet,ok,,0.96910,2.400,3213.6636,0.7083,0.1738,0.1891,-28.3546,0.0001,0.1802,66
TOI-5573.01,planet,ok,,8.79691,2.016,15027.5321,0.7400,0.0456,nan,404.8410,0.0009,0.9129,3
TOI-6508.01,planet,ok,,18.98950,1.248,270796.2339,0.2044,0.9788,nan,-442.4304,0.0084,0.9939,3
TOI-4316.01,planet,ok,,27.99380,3.120,1475.1123,0.6444,0.6218,nan,0.0000,0.0307,nan,1
TOI-1899.01,planet,ok,,29.09131,3.888,20761.0284,0.5557,0.8057,nan,-156.0977,0.0023,0.8066,3
TOI-1905.01,planet,ok,,8.58590,2.016,15829.7015,0.6057,0.9630,nan,0.0000,0.0002,0.9982,2
TOI-7921.01,planet,ok,,3.87358,0.480,526.1936,0.7137,0.0824,0.9089,0.0000,0.0037,0.0724,6
TOI-5634.01,planet,no_data,,,,,,,,,,,
TOI-7149.01,planet,ok,,27.51290,2.784,686307.0164,0.7000,0.4629,nan,607.7774,nan,0.8397,3
TOI-7855.01,planet,ok,,1.09301,0.480,348.1615,0.6755,nan,nan,0.0000,0.0012,0.0000,68
TOI-6894.01,planet,ok,,3.37136,0.864,122614.1042,0.5554,0.8933,0.0717,441.4247,0.0055,0.8801,6
TOI-5673.01,planet,ok,,2.83824,2.016,10833.5428,0.7409,0.9077,nan,-54.0889,0.0015,0.9344,3
TOI-6669.01,planet,ok,,25.24117,2.400,8037.0451,0.6956,0.9510,0.1799,51.5329,0.0085,0.9084,5
TOI-2537.01,planet,ok,,27.88169,3.888,11391.9629,0.6347,0.8759,nan,70.3694,0.0018,0.9485,3
TOI-7265.01,planet,ok,,0.78618,9.600,17320.9599,0.1755,0.6441,0.0133,nan,nan,0.7626,143
TOI-1227.01,planet,ok,,4.53305,0.480,2199.5829,0.6385,nan,nan,0.0000,0.0012,0.0000,16
TOI-5801.01,planet,ok,,3.06740,1.632,16968.9113,0.5548,0.9401,0.0679,0.0000,0.0010,0.9258,6
TOI-7472.01,planet,ok,,1.60913,2.016,6148.1104,0.8350,0.9912,0.1207,36.8086,0.0003,0.8489,12
TOI-3629.01,planet,ok,,3.93709,2.016,658.3876,0.8977,nan,2.0000,0.0000,0.0009,0.0000,13
TOI-1283.01,planet,ok,,10.33923,3.504,8286.3687,0.0000,0.9348,0.2061,0.0000,0.0003,0.7700,8
TOI-2803.01,planet,ok,,1.96245,2.400,1443.0551,0.9546,0.3183,0.6304,0.0000,0.0018,0.5439,9
TOI-1936.01,planet,ok,,2.35077,2.016,1479.2126,0.9555,0.6867,0.6325,0.0000,0.0013,0.5732,9
TOI-774.01,planet,ok,,4.46520,3.120,2143.2366,0.5325,0.9227,0.2111,0.0000,0.0017,0.0000,11
TOI-1388.01,planet,ok,,4.46520,2.016,2298.8534,0.6465,0.9290,0.0286,0.0000,0.0014,0.8557,17
TOI-2818.01,planet,ok,,8.07931,3.504,5163.4229,0.8700,0.9963,0.0994,709.5180,0.0003,0.9379,6
TOI-843.01,planet,ok,,4.29998,2.784,438.8222,0.8981,nan,nan,0.0000,0.0004,0.0000,14
TOI-6383.01,planet,ok,,1.79131,1.248,50485.0837,0.5453,0.7058,0.1530,-573.7573,0.0023,0.8857,9
TOI-1130.01,planet,ok,,29.78758,1.248,11126.5401,0.2581,0.9665,nan,0.0000,0.0044,0.9844,2
TOI-6158.01,planet,ok,,3.04433,0.864,26447.2561,0.5033,0.2110,0.0895,-1613.9243,0.0051,0.8251,15
TOI-2127.01,planet,ok,,5.50665,2.016,3642.0430,0.6434,0.5364,nan,0.0000,0.0023,0.0000,11
TOI-7393.01,planet,ok,,3.33601,0.864,25872.8533,0.2760,0.8669,0.0050,-42.6283,0.0001,0.9335,12
TOI-3884.01,planet,ok,,4.54485,1.248,23316.7203,0.7497,0.9335,0.0141,154.9501,0.0027,0.7890,8
TOI-2021.01,planet,ok,,3.94594,2.400,12090.6038,0.4831,0.9486,0.3444,-13.0894,0.0005,0.9180,9
TOI-391.01,planet,ok,,1.95450,1.248,4508.3860,0.6344,0.9476,0.7600,0.0000,0.0010,0.4509,21
TOI-474.01,planet,ok,,2.51800,2.016,495.8818,0.8656,0.4678,1.7930,0.0000,0.0006,-0.1110,27
TOI-5797.01,planet,ok,,2.15217,1.248,4558.1314,0.6884,0.9980,0.4266,0.0000,0.0008,0.8379,15
TOI-3422.01,planet,ok,,7.55711,2.784,6055.0710,0.7633,0.6861,0.6502,839.2862,0.0036,0.5750,8
TOI-3714.01,planet,ok,,2.15512,3.504,12057.0695,0.8988,0.5466,0.2875,72.3626,0.0014,0.8297,17
TOI-5142.01,planet,ok,,1.75499,1.248,8640.5019,0.6901,0.9470,0.0506,124.0290,0.0019,0.8531,26
TOI-4516.01,planet,ok,,7.44499,2.016,6450.0687,0.6249,0.9650,0.0962,1206.3033,0.0009,0.9043,9
TOI-1771.01,planet,ok,,3.21132,2.400,2914.4464,0.5439,0.9819,nan,0.0000,0.0001,0.0000,21
TOI-1910.01,planet,ok,,13.07711,0.480,503.7583,0.8989,0.9227,2.0000,0.0000,0.0029,0.0000,5
TOI-4483.01,planet,ok,,7.00835,0.864,72131.0330,0.6874,0.1175,0.4607,20820.3875,0.0028,0.8660,8
TOI-4545.01,planet,ok,,8.04980,2.016,13740.9190,0.6506,0.9553,0.0537,467.6073,0.0053,0.9666,7
TOI-1068.01,planet,ok,,21.15502,0.480,2926.6041,0.0000,0.5712,nan,0.0000,0.0076,0.0000,5
TOI-4621.01,planet,ok,,4.52125,2.400,1196.2008,0.8959,0.6040,nan,0.0000,0.0020,0.0000,22
TOI-113.01,planet,ok,,3.37359,2.016,556.3523,0.9472,nan,nan,0.0000,0.0014,0.0000,27
TOI-1927.01,planet,ok,,4.11116,1.248,1011.5180,0.6894,nan,nan,0.0000,0.0032,0.0000,16
TOI-434.01,planet,ok,,4.38849,2.400,949.1327,0.9908,nan,nan,0.0000,0.0009,0.0000,17
TOI-4435.01,planet,ok,,1.76273,2.016,7371.9333,0.5764,0.5374,2.0282,225.5922,0.0003,0.2275,58
TOI-398.01,planet,ok,,1.35854,1.632,4713.1242,0.3818,0.9761,0.1924,0.0000,0.0002,0.1570,32
TOI-404.01,planet,ok,,2.96350,1.248,1964.3158,0.9396,0.5847,2.0000,0.0000,0.0002,-17.1862,23
TOI-2379.01,planet,ok,,16.40799,1.248,26037.8267,0.4278,0.9448,0.1087,649.2700,0.0052,0.9177,6
TOI-552.01,planet,ok,,2.78943,1.632,993.1022,0.9650,nan,nan,0.0000,0.0006,0.0000,30
TOI-4514.01,planet,ok,,2.75403,2.016,5867.6524,0.6975,0.9659,0.0839,30.2452,0.0005,0.8107,33
TOI-109.01,planet,ok,,11.01190,0.480,446.9925,0.9405,0.1799,nan,0.0000,0.0127,0.0000,6
TOI-2202.01,planet,ok,,11.90952,3.120,954.9294,0.9165,0.3605,0.9350,0.0000,0.0021,0.5099,5
TOI-2107.01,planet,ok,,27.04675,1.632,18773.5996,0.1245,0.6474,nan,0.0000,0.0164,0.5662,3
TOI-5007.01,planet,ok,,2.54455,0.864,17976.7970,0.1487,0.9365,0.1413,-90.6445,0.0011,0.5914,37
TOI-5688.01,planet,ok,,2.94874,1.248,16632.9472,0.3232,0.8082,0.1196,-170.6128,0.0007,0.8246,27
TOI-5138.01,planet,ok,,1.73027,1.248,15428.5488,0.0000,0.7911,0.0906,208.4124,0.0009,0.5513,38
TOI-2406.01,planet,ok,,9.22992,0.864,18062.9924,0.1922,0.1084,0.1438,576.0226,0.0028,0.8582,10
TOI-4145.01,planet,ok,,4.06700,1.632,3211.6927,0.4803,0.8368,0.1132,0.0000,0.0000,0.6530,17
TOI-2503.01,planet,ok,,28.39504,0.480,485.6065,0.8544,0.6550,1.7342,0.0000,0.0126,0.4384,4
TOI-2122.01,planet,ok,,7.17062,2.016,11652.8048,0.6606,0.9823,0.0128,930.1569,0.0017,0.9852,9
TOI-4468.01,planet,ok,,5.54205,2.016,14486.7032,0.5926,0.9273,0.0180,-32.3534,0.0006,0.8734,15
TOI-7394.01,planet,ok,,23.54770,1.248,325896.5266,0.0942,0.7837,nan,-548.7021,0.4428,0.5330,2
TOI-232.01,planet,ok,,1.33788,1.632,3079.9380,0.8563,0.1928,0.0323,0.0000,0.0002,0.6733,50
TOI-5794.01,planet,ok,,16.34308,2.016,24399.6629,0.5575,0.7304,0.1472,1579.7202,0.0060,0.8499,6
TOI-1465.01,planet,ok,,1.42049,2.400,10143.0307,0.3054,0.1638,0.0028,-11.2935,0.0003,0.8282,67
TOI-4489.01,planet,ok,,2.17872,2.016,16605.3339,0.2101,0.3779,0.0320,-3109.7400,0.0037,0.6695,44
TOI-2139.01,planet,ok,,2.80123,1.248,1266.3715,0.5797,nan,nan,0.0000,0.0005,0.0000,27
TOI-567.01,planet,ok,,1.53850,1.248,1125.6625,0.8359,nan,nan,0.0000,0.0001,0.0000,41
TOI-781.01,planet,ok,,1.35559,1.632,692.5744,0.9781,nan,nan,0.0000,0.0005,0.0000,48
TOI-495.01,planet,ok,,1.27593,2.016,2267.6282,0.4614,0.9642,0.0474,0.0000,0.0006,0.7877,56
TOI-112.01,planet,ok,,2.50030,2.784,6370.0723,0.7044,0.9966,0.0247,-7.0341,0.0010,0.8967,37
TOI-2126.01,planet,ok,,2.61241,0.864,21789.1208,0.2336,0.9353,0.0113,3267.9480,0.0003,0.9606,41
TOI-3612.01,planet,ok,,1.48245,1.632,11151.3105,0.6481,0.8953,0.0018,32.4964,0.0006,0.8299,68
TOI-905.01,planet,ok,,3.73942,1.248,3018.3595,0.4091,0.9159,0.0823,0.0000,0.0016,0.7267,25
TOI-101.01,planet,ok,,1.42934,1.248,1070.7672,0.7713,nan,nan,0.0000,0.0002,0.0000,47
TOI-6547.01,planet,ok,,4.52125,1.632,38216.9312,0.2480,0.1832,0.6944,67.6416,0.0040,0.5538,21
TOI-1374.01,not_planet,ok,,12.94160,0.480,1982.4517,0.0410,0.1922,2.0000,0.0000,nan,0.0000,5
TOI-1607.01,not_planet,ok,,26.59831,1.248,4286.1288,0.5083,0.3768,nan,-3.1586,0.0103,nan,1
TOI-4225.01,not_planet,ok,,6.61808,0.480,6877.7933,0.0039,nan,2.0000,105.6442,nan,0.0000,9
TOI-1504.01,not_planet,ok,,1.24642,1.248,186.4278,0.5056,0.6683,0.1477,0.0000,0.0000,0.0000,75
TOI-2059.01,not_planet,ok,,3.75418,2.016,222.4427,0.4767,0.6463,2.0000,0.0000,0.0003,0.0000,25
TOI-1510.01,not_planet,ok,,29.50140,1.632,3650.2557,0.0000,0.7429,nan,0.0000,0.0149,nan,1
TOI-2028.01,not_planet,ok,,0.77881,1.632,661.6203,0.1017,0.1454,0.4237,25.5206,nan,0.5395,91
TOI-1600.01,not_planet,ok,,10.48795,0.864,49931.1179,0.0000,nan,2.0000,0.0000,nan,0.0000,6
TOI-1513.01,not_planet,ok,,1.76863,3.120,470.5876,0.2568,0.0443,0.2866,0.0000,0.0043,0.1644,54
TOI-3008.01,not_planet,ok,,1.98400,5.040,363.7764,0.6526,0.7958,1.2082,88.2818,0.0003,0.0345,41
TOI-7065.01,not_planet,ok,,16.44044,9.600,171.8035,0.7339,0.3544,0.5681,-14.6025,0.0011,0.5989,5
TOI-3388.01,not_planet,ok,,0.52450,9.600,3397.0677,0.7995,nan,nan,nan,nan,0.0000,135
TOI-4300.01,not_planet,ok,,0.80683,2.016,153.5682,0.6596,0.7713,nan,0.0000,0.0003,0.0000,107
TOI-1547.01,not_planet,ok,,0.72043,2.784,244.7098,0.0539,0.3161,0.1304,19.1935,nan,0.0000,104
TOI-6876.01,not_planet,ok,,15.17772,4.272,298.1910,0.3100,0.8205,0.3493,-5.2750,0.0016,0.6396,4
TOI-2034.01,not_planet,ok,,25.60406,9.600,8083.2975,0.8745,0.5159,nan,-138.8520,nan,nan,1
TOI-1003.01,not_planet,ok,,2.74632,2.016,262.5626,0.9794,0.7091,0.3672,42.0724,0.0006,0.7342,8
TOI-1957.01,not_planet,ok,,10.36284,0.480,397.4466,0.6877,0.2070,0.2137,102.9061,0.0000,0.7600,10
TOI-5787.01,not_planet,ok,,5.03063,0.480,613.8354,0.9563,0.9660,0.3226,-172.9840,0.0023,0.9882,5
TOI-5742.01,not_planet,ok,,3.96753,1.248,624.9281,0.6032,0.3112,0.5604,0.7007,0.0009,0.7281,4
TOI-891.01,not_planet,ok,,0.51490,9.600,850.0032,0.8975,nan,nan,nan,nan,-1.2053,50
TOI-4498.01,not_planet,ok,,19.29043,0.480,404.4741,0.5970,0.5473,nan,-17.1381,0.0062,0.9971,2
TOI-1038.01,not_planet,ok,,0.54430,8.832,17.2764,0.9937,nan,nan,nan,nan,0.4906,36
TOI-2812.01,not_planet,ok,,3.07633,1.248,422.4967,0.6769,0.7532,0.3226,-16.1252,0.0009,0.6658,8
TOI-988.01,not_planet,ok,,0.59466,1.248,261.5955,0.8665,0.4367,0.0282,-24.0736,0.0002,0.4874,40
TOI-992.01,not_planet,ok,,0.50000,9.600,3307.6900,0.8990,nan,nan,nan,nan,0.2025,49
TOI-568.01,not_planet,ok,,29.13261,2.400,907.7343,0.2481,0.8227,nan,-72.4744,0.0029,0.9150,2
TOI-7338.01,not_planet,ok,,3.38473,2.400,238.1120,0.7604,0.0533,0.3644,0.4774,0.0003,0.8048,6
TOI-6023.01,not_planet,ok,,28.65467,0.480,568.7001,0.7618,0.2741,nan,-74.8910,0.0182,0.9752,2
TOI-1004.01,not_planet,ok,,0.84940,0.480,77.6182,0.5267,0.0229,0.4466,0.0000,0.0002,0.2174,28
TOI-1000.01,not_planet,ok,,7.19522,0.480,373.7541,0.0000,0.2244,nan,0.0000,0.0003,0.9907,3
TOI-994.01,not_planet,ok,,2.39901,2.016,291.5426,0.5429,0.6928,0.0078,-3.8749,0.0006,0.7774,10
TOI-582.01,not_planet,ok,,3.74190,1.632,488.5118,0.5129,0.6465,0.2861,0.9537,0.0011,0.8299,11
TOI-5381.01,not_planet,ok,,4.59206,0.480,280.0688,0.0000,0.5770,0.3212,0.0000,0.0011,0.0000,8
