toi,tid,label,period_d,status,n_sectors,baseline_days_approx,n_epochs_proxy
336.01,55452495,not_planet,17.7082945,ok,5,137.0,7.736487553897412
968.01,453209605,not_planet,2.80944,ok,4,109.6,39.01133321943163
3323.01,305512837,not_planet,3.0223957,ok,0,0.0,0.0
2744.01,279989567,not_planet,0.787177,ok,1,27.4,34.807927569021956
7350.01,257052211,not_planet,2.2175244,ok,0,0.0,0.0
424.01,117979694,not_planet,1.9784257,ok,2,54.8,27.69879101348107
3049.01,303867090,not_planet,1.3168344,ok,1,27.4,20.807475867884374
1101.01,271581073,not_planet,2.66903,ok,1,27.4,10.26590184449032
944.01,434234955,not_planet,6.0588453,ok,3,82.19999999999999,13.566941542475098
3626.01,398912927,not_planet,19.8875338,ok,3,82.19999999999999,4.133242503904631
2111.01,356235833,not_planet,1.2680452,ok,3,82.19999999999999,64.82418765514036
1700.01,23650642,not_planet,1.12355,ok,1,27.4,24.386987673000753
1357.01,357972447,not_planet,0.33759,ok,1,27.4,81.16354157409876
5268.01,202468443,not_planet,2.0685871,ok,3,82.19999999999999,39.73726801254827
1185.01,83210867,not_planet,1.1967018,ok,0,0.0,0.0
1566.01,256414077,not_planet,3.01106,ok,0,0.0,0.0
4044.01,307956396,not_planet,4.1508803,ok,9,246.6,59.40908486327587
2999.01,34505005,not_planet,5.1627718,ok,2,54.8,10.6144532671384
2054.01,378355116,not_planet,3.5684459,ok,6,164.39999999999998,46.07047566561118
3746.01,284747017,not_planet,1.8012697,ok,4,109.6,60.8459688185506
4219.01,114103136,not_planet,1.1471548,ok,0,0.0,0.0
1015.01,155044736,not_planet,1.3730466,ok,2,54.8,39.911245546946475
1649.01,116608612,not_planet,3.4557863,ok,5,137.0,39.64365504892476
7065.01,383723559,not_planet,2.6667526,ok,0,0.0,0.0
3369.01,190981760,not_planet,3.5463582,ok,0,0.0,0.0
6398.01,353586703,not_planet,3.0043128,ok,1,27.4,9.12022210203944
189.01,278866211,not_planet,2.1940616,ok,25,685.0,312.20636649399455
1016.01,175310067,not_planet,12.6889415,ok,1,27.4,2.159360573929669
3578.01,358186451,not_planet,1.3176767,ok,2,54.8,41.58835016206934
321.01,175476629,not_planet,1.14057,ok,0,0.0,0.0
1396.01,468845640,not_planet,3.99307,ok,3,82.19999999999999,20.585664664030432
5787.01,446616059,not_planet,3.1072375,ok,1,27.4,8.81812220662244
1025.01,297967252,not_planet,9.6837908,ok,8,219.2,22.63576367221811
4213.01,32408928,not_planet,1.0435229,ok,0,0.0,0.0
4292.01,255918903,not_planet,1.7201092,ok,1,27.4,15.929221237814435
2418.01,65347776,not_planet,25.86696,ok,2,54.8,2.118532676433566
918.01,294869729,not_planet,1.1140067,ok,12,328.79999999999995,295.15082808747917
848.01,42015200,not_planet,9.77742,ok,4,109.6,11.209501074925697
464.01,398733009,not_planet,0.8185672,ok,3,82.19999999999999,100.41936691330899
2585.01,62530991,not_planet,4.0266483,ok,2,54.8,13.609333598864346
1956.01,334911765,not_planet,0.88958,ok,1,27.4,30.801052181928547
3725.01,339250695,not_planet,4.7262208,ok,2,54.8,11.594887822422514
6280.01,370877263,not_planet,15.9865412,ok,1,27.4,1.7139417249304683
2097.01,279982557,not_planet,1.7890217,ok,23,630.1999999999999,352.25956174818896
1021.01,143994283,not_planet,1.90879,ok,2,54.8,28.70928703524222
2967.01,103245940,not_planet,3.2517862,ok,1,27.4,8.42613822520066
1590.01,71854745,not_planet,3.10315,ok,0,0.0,0.0
957.01,249067445,not_planet,0.8317937,ok,1,27.4,32.94086021570012
3663.01,354151219,not_planet,3.5639862,ok,1,27.4,7.688020789755021
1625.01,470852531,not_planet,1.49446,ok,0,0.0,0.0
1344.01,1400770435,not_planet,13.7432169,ok,12,328.79999999999995,23.924529634688366
5361.01,366602797,not_planet,1.3574339,ok,2,54.8,40.370289853524355
1589.01,52041724,not_planet,35.4028219,ok,2,54.8,1.5478992085656313
1918.01,308425348,not_planet,3.39829,ok,2,54.8,16.125757366204766
276.01,382188882,not_planet,4.8000953,ok,35,959.0,199.78770004837196
6750.01,299876474,not_planet,2.5950111,ok,1,27.4,10.558721694870593
3677.01,458876004,not_planet,3.6923071,ok,2,54.8,14.841669047517742
1329.01,345996087,not_planet,2.01976,ok,2,54.8,27.131936467699127
639.01,82362447,not_planet,2.819817,ok,4,109.6,38.86777049716347
965.01,179159972,not_planet,1.37101,ok,1,27.4,19.98526633649645
433.01,188989177,not_planet,1.17409,ok,2,54.8,46.67444574095682
349.01,382474101,not_planet,2.6520851,ok,2,54.8,20.662987021042426
6874.01,4426490,not_planet,2.668957,ok,2,54.8,20.53236526478321
3672.01,50943163,not_planet,2.4254068,ok,0,0.0,0.0
2448.01,231721005,not_planet,9.0182016,ok,10,274.0,30.382997869553062
7193.01,325086150,not_planet,5.4934218,ok,0,0.0,0.0
1375.01,190442486,not_planet,5.4561177,ok,0,0.0,0.0
1964.01,242083025,not_planet,0.6466988,ok,4,109.6,169.4761146920328
1253.01,233684822,not_planet,4.6756655,ok,33,904.1999999999999,193.38423589112608
4222.01,318054782,not_planet,0.8335712,ok,0,0.0,0.0
3110.01,104022675,not_planet,0.7428708,ok,3,82.19999999999999,110.65181186284342
679.01,308050066,not_planet,11.1755425,ok,5,137.0,12.258912710501525
1188.01,15247229,not_planet,8.5112,ok,1,27.4,3.219287527023216
3165.01,419858461,not_planet,2.5433707,ok,4,109.6,43.09242062118589
1556.01,405794804,not_planet,1.44127,ok,0,0.0,0.0
2360.01,31656385,not_planet,22.84518,ok,4,109.6,4.797510897265856
1552.01,326919774,not_planet,7.57193,ok,4,109.6,14.47451310300016
1539.01,252636888,not_planet,2.590266,ok,1,27.4,10.578064183369584
1495.01,431148743,not_planet,2.6277641,ok,0,0.0,0.0
960.01,5109298,not_planet,1.6187107,ok,1,27.4,16.927051881475794
7335.01,75417968,not_planet,3.3815776,ok,0,0.0,0.0
1483.01,452803785,not_planet,5.0037857,ok,0,0.0,0.0
946.01,219205407,not_planet,6.1253092,ok,5,137.0,22.366217855581887
7247.01,51318828,not_planet,6.8782937,ok,0,0.0,0.0
3627.01,1979500576,not_planet,2.6342729,ok,1,27.4,10.401352115037131
1635.01,230086768,not_planet,34.9270483,ok,37,1013.8,29.026214620031315
5055.01,407146538,not_planet,2.0915616,ok,3,82.19999999999999,39.30077890127644
2156.01,258402425,not_planet,0.67554,ok,3,82.19999999999999,121.68043343103292
1029.01,374908020,not_planet,36.22214,ok,0,0.0,0.0
485.01,427352241,not_planet,1.2667147,ok,1,27.4,21.630758686229818
3357.01,412259468,not_planet,2.6535777,ok,3,82.19999999999999,30.97704657376341
1645.01,184679932,not_planet,2.1721416,ok,3,82.19999999999999,37.84283676533795
4281.01,384386061,not_planet,5.7626055,ok,5,137.0,23.773968216286885
3253.01,112037203,not_planet,4.3622356,ok,0,0.0,0.0
1423.01,346418409,not_planet,2.7556532,ok,4,109.6,39.772784180534764
291.01,49710555,not_planet,12.08837,ok,2,54.8,4.533282816459126
600.01,134396419,not_planet,4.3652608,ok,2,54.8,12.553660024161672
646.01,238197709,not_planet,13.7252522,ok,29,794.5999999999999,57.893289567385864
974.01,333821572,not_planet,2.8259491,ok,1,27.4,9.695857579317334
1306.01,233735068,not_planet,7.6869063,ok,41,1123.3999999999999,146.1446199753989
313.01,9102327,not_planet,3.2615,ok,0,0.0,0.0
632.01,349790953,not_planet,1.5521101,ok,25,685.0,441.33467078140916
5886.01,15682927,not_planet,0.9655766,ok,2,54.8,56.75365372358858
1715.01,142090065,not_planet,2.8269356,ok,11,301.4,106.61721476782137
3843.01,841226527,not_planet,19.5112506,ok,5,137.0,7.021589892346522
3790.01,29117085,not_planet,13.247777,ok,1,27.4,2.0682715296309713
6024.01,56231866,not_planet,2.7218347,ok,2,54.8,20.13347834826266
5070.01,319968129,not_planet,6.216994,ok,2,54.8,8.814549282177207
1576.01,327011842,not_planet,0.783879,ok,2,54.8,69.90874867166998
1403.01,328750515,not_planet,2.3359622,ok,5,137.0,58.64820929037293
4856.01,428685938,not_planet,14.4896397,ok,1,27.4,1.8910063029379536
1378.01,249812036,not_planet,5.7785318,ok,6,164.39999999999998,28.450133302026646
1499.01,414870287,not_planet,4.95898,ok,0,0.0,0.0
5107.01,97735297,not_planet,1.8354365,ok,3,82.19999999999999,44.78498711341961
1200.01,288185138,not_planet,0.8352406,ok,6,164.39999999999998,196.8295123584749
1992.01,147340931,not_planet,4.3114812,ok,1,27.4,6.35512454513312
3580.01,305478010,not_planet,3.121339,ok,1,27.4,8.778283935195761
1385.01,329864959,not_planet,4.52318,ok,8,219.2,48.461480639726915
2358.01,124095888,not_planet,1.1258127,ok,1,27.4,24.337973803280065
1380.01,274170255,not_planet,1.41072,ok,1,27.4,19.42270613587388
